Serial Number,Category,Site No,CSN View,ASR Name,ASR EMail,SAM Name,Modem,Site Name,City,State,Installed,Install Status,Contract Line Start,Contract Line End,Entitlement Status,Last Connect Home Date,Model,TLA Part Number,District,Country,SYR Derived Code,SYR Derived Source,Install Base Code,Target Microcode,CE Email,Theater,Division,Region
9F339853,Data Domain,3905077,3905172,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HARRISBURG,PA,1/12/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53330 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,62000 CS Region
AP601727,CLARiiON,3905077,3905172,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HARRISBURG,PA,9/4/2014 0:00,Install,2/1/2014,4/1/2015,Entitled,,CX4-120C,900-566-008,53330 AM CS District,United States,04.30.000.5.526,InstallBase,04.30.000.5.526,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,62000 CS Region
9F339946,Data Domain,4043459,4043554,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,PHILADELPHIA,PA,1/12/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53590 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,62000 CS Region
1F349092,Data Domain,4112107,4112202,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,COLUMBIA,SC,10/9/2014 20:28,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-X-1406-CHAS1,53530 AM CS District,United States,5.4.0.8,InstallBase,5.4.0.8,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,64000 CS Region
9F345494,Data Domain,12214080,12214175,,,,,CUSTOMER TWO,KNOXVILLE,TN,1/11/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53519 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,,Americas CS Theater,Mid-Atlantic CS Division,68000 CS Region
AP502526,CLARiiON,12214080,12214175,,,,,CUSTOMER TWO,KNOXVILLE,TN,3/2/2008 0:00,Install - T&M,4/2/2013,3/31/2014,Not Entitled,5/15/2013 14:01,CX3-10C-FD,100-561-299,53519 AM CS District,United States,03.26.010.5.025,ConnectHome,03.26.010.5.025,,,Americas CS Theater,Mid-Atlantic CS Division,68000 CS Region
9F339950,Data Domain,13333811,13333906,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,MEMPHIS,TN,1/8/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53520 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,68000 CS Region
9F340043,Data Domain,13333820,13333915,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,NASHVILLE,TN,1/11/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53519 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,68000 CS Region
AP700828,CLARiiON,13333820,13333915,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,NASHVILLE,TN,9/4/2014 0:00,Install,2/1/2014,4/1/2015,Entitled,1/4/2015 2:36,CX4-120C,900-566-008,53519 AM CS District,United States,04.30.000.5.517,ConnectHome,04.30.000.5.517,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,68000 CS Region
4F736010,Data Domain,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,9/29/2014 0:00,Install,10/7/2014,10/6/2017,Entitled,,DD990-CTL-B,P-DD990-CTL,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP814671,VNX,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,12/4/2012 1:00,Install,11/28/2012,11/27/2015,Entitled,,VNX5500DP15F,900-567-001,53717 AM CS District,United States,05.32.000.5.206,InstallBase,05.32.000.5.206,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
MTX02011,Isilon,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,1/1/1900 0:00,Awaiting Customer Install,3/20/2014,3/19/2017,Entitled,,851-0167,851-0167-01,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
MTX04002,Isilon,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,1/1/1900 0:00,Awaiting Customer Install,3/20/2014,3/19/2017,Entitled,,851-0167,851-0167-01,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
NN210154,RecoverPoint,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,12/30/2012 0:00,Install,11/28/2012,11/27/2015,Entitled,,VNX-RPHW5-G4,100-562-779,53717 AM CS District,United States,3.5 SP2,InstallBase,3.5 SP2,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
NN210159,RecoverPoint,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,12/30/2012 0:00,Install,,,,,VNX-RPHW5-G4,100-562-779,53717 AM CS District,United States,3.5 SP2,InstallBase,3.5 SP2,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SX2-0068,Isilon,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,7/16/2014 12:00,Install,3/20/2014,3/19/2017,Entitled,,861-0121,610-0001-04,53717 AM CS District,United States,7.1.1.1,InstallBase,7.1.1.1,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SX2-0071,Isilon,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,7/16/2014 12:00,Install,3/20/2014,3/19/2017,Entitled,,861-0121,610-0001-04,53717 AM CS District,United States,7.1.1.1,InstallBase,7.1.1.1,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SX2-0074,Isilon,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,7/16/2014 12:00,Install,3/20/2014,3/19/2017,Entitled,,861-0121,610-0001-04,53717 AM CS District,United States,7.1.1.1,InstallBase,7.1.1.1,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SX2-0076,Isilon,13198936,13199031,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,CYPRESS,TX,7/16/2014 12:00,Install,3/20/2014,3/19/2017,Entitled,,861-0121,610-0001-04,53717 AM CS District,United States,7.1.1.1,InstallBase,7.1.1.1,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
4003031,ESRS,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,3/16/2012 16:09,Install,,,,,ESRS-GW-200,953-002-303,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
4003379,ESRS,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,3/24/2012 8:44,Install,,,,,ESRS-GW-200,953-002-303,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
4010731,ESRS,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,12/4/2012 0:00,Install,,,,,ESRS-GW-200,953-002-303,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
5001504,RecoverPoint,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,12/4/2012 0:00,Install,11/28/2012,11/27/2015,Entitled,,RPS-V55,100S-001830,53717 AM CS District,United States,3.5 SP2,InstallBase,3.5 SP2,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
1377CEF8,Avamar,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,4/24/2012 16:26,Install,,,,,456-100-309,900-580-003,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
1F537227,Data Domain,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,10/16/2011 12:53,Install,10/16/2014,6/30/2015,Entitled,,DD890-CTX-B,P-DD890-CTX,53717 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
3F512058,Data Domain,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,5/29/2013 0:00,Install,5/29/2013,5/28/2016,Entitled,,DD890-CTX-B,P-DD890-CTX,53717 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
4F736012,Data Domain,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/29/2014 0:00,Install,10/7/2014,10/6/2017,Entitled,,DD990-CTL-B,P-DD990-CTL,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
A100012L,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,8/14/2012 0:00,Install,1/12/2013,2/7/2015,Entitled,,851-0074,851-0074-01,53717 AM CS District,United States,7.0.1.10,InstallBase,7.0.1.10,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
A100021L,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,11/29/2012 0:00,Install,1/12/2013,3/1/2015,Entitled,,851-0074,851-0074-01,53717 AM CS District,United States,7.0.1.10,InstallBase,7.0.1.10,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AM340055,Switch,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/2/2011 0:00,Install,9/2/2014,4/1/2015,Entitled,,MDS-9148-48,DS-C9148-48P-K9,53717 AM CS District,United States,,,3.3(5b),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AM390431,Switch,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/2/2011 0:00,Install,9/2/2014,4/1/2015,Entitled,,MDS-9148-48,DS-C9148-48P-K9,53717 AM CS District,United States,,,3.3(5b),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AM390435,Switch,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/2/2011 0:00,Install,9/2/2014,4/1/2015,Entitled,,MDS-9148-48,DS-C9148-48P-K9,53717 AM CS District,United States,,,3.3(5b),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AM070361,Switch,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,3/16/2012 1:00,Install,3/16/2012,3/15/2015,Entitled,,MDS-9148-48,DS-C9148-48P-K9,53717 AM CS District,United States,,,5.0(4d),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AM450933,Switch,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,6/8/2014 12:00,Install,3/10/2014,4/8/2017,Entitled,,MDS-9148-48,DS-C9148-48P-K9,53717 AM CS District,United States,,,5.0(8),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AM470394,Switch,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,6/8/2014 12:00,Install,3/10/2014,4/8/2017,Entitled,,MDS-9148-48,DS-C9148-48P-K9,53717 AM CS District,United States,,,5.0(8),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP703012,CLARiiON,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,7/18/2012 10:34,Install - T&M,7/18/2012,6/30/2013,Not Entitled,,CX3007315-10,100-561-583,53717 AM CS District,United States,02.26.500.5.031,InstallBase,02.26.500.5.031,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP101383,CLARiiON,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,2/13/2011 12:00,Install,4/13/2012,4/12/2013,Not Entitled,12/17/2012 16:45,,900-566-003,53717 AM CS District,United States,04.30.000.5.517,ConnectHome,04.30.000.5.517,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP800830,CLARiiON,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/4/2014 0:00,Install,2/1/2014,4/1/2015,Entitled,,CX4-120C,900-566-008,53717 AM CS District,United States,04.30.000.5.526,InstallBase,04.30.000.5.526,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP301502,CLARiiON,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/4/2014 0:00,Install,2/1/2014,4/1/2015,Entitled,,CX4-120C,900-566-008,53717 AM CS District,United States,04.30.000.5.526,InstallBase,04.30.000.5.526,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP301641,Avamar,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,4/24/2012 0:00,Install,4/24/2012,4/23/2015,Entitled,,AVMRACKG4,100-580-610,53717 AM CS District,United States,6.0.2.153 SLES,InstallBase,6.0.2.153 SLES,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP301213,VNX,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,8/29/2012 1:00,Install,8/28/2012,9/26/2015,Entitled,,VNX53D-HANA-B,900-567-002,53717 AM CS District,United States,05.32.000.5.008,InstallBase,05.32.000.5.008,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP618068,VNX,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/4/2013 0:00,Install,11/28/2012,11/27/2015,Entitled,,VNX5500DP15F,900-567-001,53717 AM CS District,United States,05.32.000.5.206,InstallBase,05.32.000.5.206,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP628075,XtremIO,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,4/30/2014 0:00,Install,4/30/2014,7/20/2014,Not Entitled,,X02-CTRL-TAGF,900-586-002,53717 AM CS District,United States,3.0.0-44,InstallBase,3.0.0-44,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AR204711,Avamar,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,12/26/2012 12:00,Install,12/26/2012,1/26/2013,Not Entitled,,AVM1NSTG7FG4,100-580-617,53717 AM CS District,United States,6.0.2.153 SLES,InstallBase,6.0.2.153 SLES,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
CN300086,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/1/1900 0:00,Awaiting Customer Install,3/18/2014,2/17/2015,Entitled,,851-0170,851-0170-02,53717 AM CS District,United States,6.5.5.14,InstallBase,6.5.5.14,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
CN300087,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/1/1900 0:00,Awaiting Customer Install,3/18/2014,2/17/2015,Entitled,,851-0170,851-0170-02,53717 AM CS District,United States,6.5.5.14,InstallBase,6.5.5.14,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
FL000032,Data Domain,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/29/2014 0:00,Install,10/9/2014,10/8/2017,Entitled,,DD2500-36TB,P-DD2500-36TB,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
FL000038,Data Domain,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/29/2014 0:00,Install,10/8/2014,10/7/2017,Entitled,,DD2500-36TB,P-DD2500-36TB,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
HK604968,Symmetrix,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,4/18/2012 14:00,Install,4/18/2012,4/17/2015,Entitled,1/28/2015 13:10,SB-3D,900-886-010,53717 AM CS District,United States,5876.268.174,PROC,5876.268.174,5876.268.174,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
JA43U513,Connectrix,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/2/2011 0:00,Install,9/2/2014,4/1/2015,Entitled,9/7/2011 12:44,MDS-9124,DS-C9124-K9,53717 AM CS District,United States,3.3(5b),Install Base,3.3(5b),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
MTX01540,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/25/2012 0:00,Install,1/26/2015,1/25/2018,Not Entitled,,851-0167,851-0167-01,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
MTX00268,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/25/2012 0:00,Install,1/26/2015,1/25/2018,Not Entitled,,851-0167,851-0167-01,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SN6-0006,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,11/29/2012 0:00,Install,1/12/2013,3/1/2015,Entitled,,861-0028,610-0007-01,53717 AM CS District,United States,7.0.1.10,InstallBase,7.0.1.10,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SN6-0011,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,11/29/2012 0:00,Install,1/12/2013,3/1/2015,Entitled,,861-0028,610-0007-01,53717 AM CS District,United States,7.1.1.2,InstallBase,7.1.1.2,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SN6-0015,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,11/29/2012 0:00,Install,1/12/2013,3/1/2015,Entitled,,861-0028,610-0007-01,53717 AM CS District,United States,7.1.1.2,InstallBase,7.1.1.2,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SX3-0061,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/25/2012 0:00,Install,1/26/2015,12/31/2018,Not Entitled,,X200-SATA-S68,610-0001-02,53717 AM CS District,United States,7.0.1.10,InstallBase,7.0.1.10,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SX3-0062,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/25/2012 0:00,Install,1/26/2015,12/31/2018,Not Entitled,,X200-SATA-S68,610-0001-02,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SX3-0063,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/25/2012 0:00,Install,1/26/2015,12/31/2018,Not Entitled,,X200-SATA-S68,610-0001-02,53717 AM CS District,United States,7.0.1.10,InstallBase,7.0.1.10,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
SX8-0202,Isilon,7927378,7927473,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,4/19/2014 12:00,Install,3/18/2014,2/17/2015,Entitled,,X200-SATA-S68,610-0001-04,53717 AM CS District,United States,7.0.1.10,InstallBase,7.0.1.10,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
1.08E+20,ESRS,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,2/26/2013 11:45,Install,,,,,,054-000-121,53717 AM CS District,United States,,InstallBase,,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP403058,CLARiiON,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,7/19/2009 5:00,Install,4/2/2014,4/1/2015,Entitled,1/22/2015 23:33,CX4-480C,900-566-002,53717 AM CS District,United States,04.30.000.5.525,ConnectHome,04.30.000.5.525,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP405536,VNXe,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/30/2013 0:00,Install,7/8/2014,4/1/2015,Entitled,,V211S04A12PS,900-541-003,53717 AM CS District,United States,2.4.0.20932,InstallBase,2.4.0.20932,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
AP800708,VNX,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,3/21/2012 1:00,Install,3/21/2012,3/20/2015,Entitled,,VNX5500DP15F,900-567-001,53717 AM CS District,United States,05.31.000.5.720,InstallBase,05.31.000.5.720,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
JA09ADHP,Switch,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/20/2012 15:55,Install,9/18/2012,9/17/2013,Not Entitled,,MDS-9134,DS-C9134-K9,53717 AM CS District,United States,,,4.2(9),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
JA09X793,Connectrix,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,4/13/2009 0:00,Install,4/13/2012,4/12/2013,Not Entitled,4/20/2009 22:28,MDS-9124,DS-C9124-K9,53717 AM CS District,United States,3.3(2),Install Base,3.3(2),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
JA09X79Z,Connectrix,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,4/13/2009 0:00,Install,4/13/2012,4/12/2013,Not Entitled,4/20/2009 22:31,MDS-9124,DS-C9124-K9,53717 AM CS District,United States,3.3(2),Install Base,3.3(2),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
JA90ADJT,Switch,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/20/2012 15:58,Install,,,,,MDS-9134,DS-C9134-K9,53717 AM CS District,United States,,,4.2(9),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
JA09165Y,Connectrix,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,4/21/2010 6:00,Install,4/2/2014,4/1/2015,Entitled,10/3/2011 11:08,MDS-9124,DS-C9124-K9,53717 AM CS District,United States,4.2(7d),Install Base,4.2(7d),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
JA09BAPD,Switch,1930133,1930228,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,9/20/2012 16:02,Install,,,,,MDS-9134,DS-C9134-K9,53717 AM CS District,United States,,,4.2(9),,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
9F331144,Data Domain,118860,118955,,,,,CUSTOMER TWO,HOUSTON,TX,1/8/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-6TB,P-DD610-6TB,53717 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
130C8F55,Avamar,13318807,13318902,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,8/26/2011 14:59,Install,,,,,456-100-309,900-580-003,53717 AM CS District,United States,6.0.1.66,InstallBase,6.0.1.66,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
1F321189,Data Domain,13318807,13318902,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,6/28/2011 14:48,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53717 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
1F337266,Data Domain,13318807,13318902,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,5/14/2013 12:58,Install,7/1/2014,6/30/2015,Entitled,,DD610-6TB,P-DD610-6TB,53717 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
9F344366,Data Domain,13318807,13318902,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/8/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53717 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
9F345472,Data Domain,13318807,13318902,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/8/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53717 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
9F347921,Data Domain,13318807,13318902,JOE CE,joe.ce@emc.com,,,CUSTOMER TWO,HOUSTON,TX,1/8/2010 0:00,Install,7/1/2014,6/30/2015,Entitled,,DD610-3500G,P-DD610-3500G,53717 AM CS District,United States,5.2.6.0,InstallBase,5.2.6.0,,joe.ce@emc.com,Americas CS Theater,Mid-Atlantic CS Division,63000 CS Region
